"","review_needed","review_completed_by_initials","reviewed_date","error_type","coder_inititals","date_coded","match_status","searched_FRS_manually.","multiple.FRS.IDs.","Total_FRS_IDS","additional.FRS.IDs","Additional_Trimmed_formula","Additional_Trimmed_Value","manual_FRS_id","FRS_query_link","FRS_search_link","google_search_link","FRS_search","google_search","HIFLD_FACILITYID","Comments","FID","OBJECTID","NAME","ADDRESS","CITY","STATE","ZIP","ZIP4","TELEPHONE","TYPE","STATUS","POPULATION","COUNTY","COUNTYFIPS","COUNTRY","NAICS_CODE","NAICS_DESC","SOURCE","SOURCEDATE","VAL_METHOD","VAL_DATE","WEBSITE","SECURELVL","CAPACITY","Shape_Leng","SHAPE_Length","SHAPE_Area"
"478","","","","","NES","2/16","match","yes","yes","110070447113","110066409700, 110070447113, 110070454583, 110051098192","110066409700,110070447113,110070454583,110051098192","110066409700,110070447113,110070454583,110051098192",110057041222,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=HUMBOLDT&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=EEL%20RIVER%20CONSERVATION%20CAMP%20#31+REDWAY+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=HUMBOLDT&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=EEL%20RIVER%20CONSERVATION%20CAMP%20#31+REDWAY+CA",10005252,"",6682,6378,"EEL RIVER CONSERVATION CAMP #31","3850 REDWOOD DRIVE","REDWAY","CA",95560,"NOT AVAILABLE","(707) 923-2755","STATE","OPEN",98,"HUMBOLDT",6023,"USA",922140,"CORRECTIONAL INSTITUTIONS","http://www.cdcr.ca.gov/Conservation_Camps/","4/18/16","IMAGERY","10/25/17 0:00","http://www.cdcr.ca.gov/Conservation_Camps/","MINIMUM",-999,0.005668488,732.7458379,1.97e-06
"479","","","","","NES","2/16","match","yes","yes","110070454583","110066409700, 110070447113, 110070454583, 110051098192","110066409700,110070447113,110070454583,110051098192","110066409700,110070447113,110070454583,110051098192",110057041222,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=HUMBOLDT&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=EEL%20RIVER%20CONSERVATION%20CAMP%20#31+REDWAY+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=HUMBOLDT&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=EEL%20RIVER%20CONSERVATION%20CAMP%20#31+REDWAY+CA",10005252,"",6682,6378,"EEL RIVER CONSERVATION CAMP #31","3850 REDWOOD DRIVE","REDWAY","CA",95560,"NOT AVAILABLE","(707) 923-2755","STATE","OPEN",98,"HUMBOLDT",6023,"USA",922140,"CORRECTIONAL INSTITUTIONS","http://www.cdcr.ca.gov/Conservation_Camps/","4/18/16","IMAGERY","10/25/17 0:00","http://www.cdcr.ca.gov/Conservation_Camps/","MINIMUM",-999,0.005668488,732.7458379,1.97e-06
"480","","","","","NES","2/16","match","yes","yes","110051098192","110066409700, 110070447113, 110070454583, 110051098192","110066409700,110070447113,110070454583,110051098192","110066409700,110070447113,110070454583,110051098192",110057041222,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=HUMBOLDT&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=EEL%20RIVER%20CONSERVATION%20CAMP%20#31+REDWAY+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=HUMBOLDT&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=EEL%20RIVER%20CONSERVATION%20CAMP%20#31+REDWAY+CA",10005252,"",6682,6378,"EEL RIVER CONSERVATION CAMP #31","3850 REDWOOD DRIVE","REDWAY","CA",95560,"NOT AVAILABLE","(707) 923-2755","STATE","OPEN",98,"HUMBOLDT",6023,"USA",922140,"CORRECTIONAL INSTITUTIONS","http://www.cdcr.ca.gov/Conservation_Camps/","4/18/16","IMAGERY","10/25/17 0:00","http://www.cdcr.ca.gov/Conservation_Camps/","MINIMUM",-999,0.005668488,732.7458379,1.97e-06
"481","","","","","NES","2/16","match","yes","yes","110057041222","110066409700, 110070447113, 110070454583, 110051098192","110066409700,110070447113,110070454583,110051098192","110066409700,110070447113,110070454583,110051098192",110057041222,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=HUMBOLDT&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=EEL%20RIVER%20CONSERVATION%20CAMP%20#31+REDWAY+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=HUMBOLDT&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=EEL%20RIVER%20CONSERVATION%20CAMP%20#31+REDWAY+CA",10005252,"",6682,6378,"EEL RIVER CONSERVATION CAMP #31","3850 REDWOOD DRIVE","REDWAY","CA",95560,"NOT AVAILABLE","(707) 923-2755","STATE","OPEN",98,"HUMBOLDT",6023,"USA",922140,"CORRECTIONAL INSTITUTIONS","http://www.cdcr.ca.gov/Conservation_Camps/","4/18/16","IMAGERY","10/25/17 0:00","http://www.cdcr.ca.gov/Conservation_Camps/","MINIMUM",-999,0.005668488,732.7458379,1.97e-06
"482","","","","","NES","2/17","match","yes","yes","110070059529","110070059529, 110070448518, 110051098218","110070059529,110070448518,110051098218","110070059529,110070448518,110051098218",110057041231,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=HUMBOLDT&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=HIGH%20ROCK%20CONSERVATION%20CAMP%20#32+WEOTT+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=HUMBOLDT&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=HIGH%20ROCK%20CONSERVATION%20CAMP%20#32+WEOTT+CA",10005253,"",6683,6379,"HIGH ROCK CONSERVATION CAMP #32","23322 AVENUE OF THE GIANTS","WEOTT","CA",95571,"NOT AVAILABLE","(707) 946-2343","STATE","OPEN",96,"HUMBOLDT",6023,"USA",922140,"CORRECTIONAL INSTITUTIONS","http://www.cdcr.ca.gov/Conservation_Camps/","11/17/15","IMAGERY","10/25/17 0:00","http://www.cdcr.ca.gov/Conservation_Camps/","MINIMUM",-999,0.006367326,846.5677161,2.2e-06
"483","","","","","NES","2/17","match","yes","yes","110070448518","110070059529, 110070448518, 110051098218","110070059529,110070448518,110051098218","110070059529,110070448518,110051098218",110057041231,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=HUMBOLDT&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=HIGH%20ROCK%20CONSERVATION%20CAMP%20#32+WEOTT+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=HUMBOLDT&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=HIGH%20ROCK%20CONSERVATION%20CAMP%20#32+WEOTT+CA",10005253,"",6683,6379,"HIGH ROCK CONSERVATION CAMP #32","23322 AVENUE OF THE GIANTS","WEOTT","CA",95571,"NOT AVAILABLE","(707) 946-2343","STATE","OPEN",96,"HUMBOLDT",6023,"USA",922140,"CORRECTIONAL INSTITUTIONS","http://www.cdcr.ca.gov/Conservation_Camps/","11/17/15","IMAGERY","10/25/17 0:00","http://www.cdcr.ca.gov/Conservation_Camps/","MINIMUM",-999,0.006367326,846.5677161,2.2e-06
"484","","","","","NES","2/17","match","yes","yes","110051098218","110070059529, 110070448518, 110051098218","110070059529,110070448518,110051098218","110070059529,110070448518,110051098218",110057041231,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=HUMBOLDT&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=HIGH%20ROCK%20CONSERVATION%20CAMP%20#32+WEOTT+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=HUMBOLDT&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=HIGH%20ROCK%20CONSERVATION%20CAMP%20#32+WEOTT+CA",10005253,"",6683,6379,"HIGH ROCK CONSERVATION CAMP #32","23322 AVENUE OF THE GIANTS","WEOTT","CA",95571,"NOT AVAILABLE","(707) 946-2343","STATE","OPEN",96,"HUMBOLDT",6023,"USA",922140,"CORRECTIONAL INSTITUTIONS","http://www.cdcr.ca.gov/Conservation_Camps/","11/17/15","IMAGERY","10/25/17 0:00","http://www.cdcr.ca.gov/Conservation_Camps/","MINIMUM",-999,0.006367326,846.5677161,2.2e-06
"485","","","","","NES","2/17","match","yes","yes","110057041231","110070059529, 110070448518, 110051098218","110070059529,110070448518,110051098218","110070059529,110070448518,110051098218",110057041231,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=HUMBOLDT&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=HIGH%20ROCK%20CONSERVATION%20CAMP%20#32+WEOTT+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=HUMBOLDT&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=HIGH%20ROCK%20CONSERVATION%20CAMP%20#32+WEOTT+CA",10005253,"",6683,6379,"HIGH ROCK CONSERVATION CAMP #32","23322 AVENUE OF THE GIANTS","WEOTT","CA",95571,"NOT AVAILABLE","(707) 946-2343","STATE","OPEN",96,"HUMBOLDT",6023,"USA",922140,"CORRECTIONAL INSTITUTIONS","http://www.cdcr.ca.gov/Conservation_Camps/","11/17/15","IMAGERY","10/25/17 0:00","http://www.cdcr.ca.gov/Conservation_Camps/","MINIMUM",-999,0.006367326,846.5677161,2.2e-06
"486","","","","","NES","2/17","match","yes","yes","110066496722","110066496722","110066496722","110066496722",110065463992,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=HUMBOLDT&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=HUMBOLDT%20COUNTY%20CORRECTIONAL%20FACILITY+EUREKA+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=HUMBOLDT&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=HUMBOLDT%20COUNTY%20CORRECTIONAL%20FACILITY+EUREKA+CA",10005254,"",3266,2860,"HUMBOLDT COUNTY CORRECTIONAL FACILITY","826 4TH STREET","EUREKA","CA",95501,"NOT AVAILABLE","NOT AVAILABLE","COUNTY","OPEN",395,"HUMBOLDT",6023,"USA",922140,"CORRECTIONAL INSTITUTIONS","http://www.bscc.ca.gov/s_fsojailprofilesurvey.php, https://humboldtgov.org/189/Custody-Services-Bureau","2/9/18","IMAGERY","2/9/18 0:00","https://humboldtgov.org/189/Custody-Services-Bureau","NOT AVAILABLE",411,0.002283446,288.4362657,3.18e-07
"487","","","","","NES","2/17","match","yes","yes","110065463992","110066496722","110066496722","110066496722",110065463992,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=HUMBOLDT&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=HUMBOLDT%20COUNTY%20CORRECTIONAL%20FACILITY+EUREKA+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=HUMBOLDT&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=HUMBOLDT%20COUNTY%20CORRECTIONAL%20FACILITY+EUREKA+CA",10005254,"",3266,2860,"HUMBOLDT COUNTY CORRECTIONAL FACILITY","826 4TH STREET","EUREKA","CA",95501,"NOT AVAILABLE","NOT AVAILABLE","COUNTY","OPEN",395,"HUMBOLDT",6023,"USA",922140,"CORRECTIONAL INSTITUTIONS","http://www.bscc.ca.gov/s_fsojailprofilesurvey.php, https://humboldtgov.org/189/Custody-Services-Bureau","2/9/18","IMAGERY","2/9/18 0:00","https://humboldtgov.org/189/Custody-Services-Bureau","NOT AVAILABLE",411,0.002283446,288.4362657,3.18e-07
"488","random_review","NES","04/26/2020","none","NES","2/17","match","yes","no","110065182509","","","",110065182509,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=TRINITY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=TRINITY%20COUNTY%20JUVENILE%20HALL+WEAVERVILLE+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=TRINITY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=TRINITY%20COUNTY%20JUVENILE%20HALL+WEAVERVILLE+CA",10005255,"",713,697,"TRINITY COUNTY JUVENILE HALL","333 TOM BELL ROAD","WEAVERVILLE","CA",96093,"NOT AVAILABLE","NOT AVAILABLE","COUNTY","OPEN",-999,"TRINITY",6105,"USA",922140,"CORRECTIONAL INSTITUTIONS","http://www.trinitycounty.org/index.aspx?page=78","2/16/18","IMAGERY","2/16/18 0:00","http://www.trinitycounty.org/index.aspx?page=78","JUVENILE",28,0.002376212,295.2238337,3.15e-07
"489","random_review","NES","04/26/2020","missing additional ID(s)","NES","2/17","match","yes","yes","110049786086","110049786086, 110065696063, 110070062648, 110070445443","110049786086,110065696063,110070062648,110070445443","110049786086,110065696063,110070062648,110070445443",110066385218,"https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=TRINITY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","#N/A","https://www.google.com/search?q=TRINITY%20RIVER%20CONSERVATION%20CAMP%20#3+LEWISTON+CA","https://ofmpub.epa.gov/frs_public2/fii_map_master.fii_retrieve?fac_search=primary_name&fac_value=&fac_search_type=Containing&postal_code=&location_address=&add_search_type=B&city_name=&county_name=TRINITY&state_code=CA&epa_region_code=&cong_dist=&legis_dist=&huc_code=&fed_agency=&TribalLand=0&selectTribe=noselect&sic_type=Equal+to&sic_code_to=&naic_type=Equal+to&naic_to=&org_name=&duns_num=&contact_name=&prog_search=&int_search=&search_type=&search_type=all&all_programs=YES&sysname=&page_no=1&output_sql_switch=TRUE&report=1&database_type=FII&tribal_ind=&last_facility=&univ_search=&fac_search_term=&tribetype=&triballand=&selecttribe=&tribedistance1=#TOP","https://www.google.com/search?q=TRINITY%20RIVER%20CONSERVATION%20CAMP%20#3+LEWISTON+CA",10005256,"",6008,6402,"TRINITY RIVER CONSERVATION CAMP #3","3325 PETTIJOHN ROAD","LEWISTON","CA",96052,"NOT AVAILABLE","(530) 286-2886","STATE","OPEN",110,"TRINITY",6105,"USA",922140,"CORRECTIONAL INSTITUTIONS","http://www.cdcr.ca.gov/Conservation_Camps/","11/1/15","IMAGERY","10/26/17 0:00","http://www.cdcr.ca.gov/Conservation_Camps/","MINIMUM",-999,0.005960837,764.664801,2.5e-06
